25ph,60conduc,dvconduc,25ox,dvox,reindex,label
5.0,40.91,13.97,15.32,25.55,1.4734,soybeanoil
4.81,41.57,15.34,14.01,26.68,1.4726,soybeanoil
5.11,42.39,14.58,14.07,22.37,1.4749,soybeanoil
5.54,33.95,13.7,14.91,24.71,1.4743,soybeanoil
5.41,38.24,14.45,13.44,25.89,1.4736,soybeanoil
5.02,36.33,15.02,13.78,26.37,1.4733,soybeanoil
5.54,38.98,14.54,16.18,24.26,1.4739,soybeanoil
5.71,37.51,14.43,13.11,25.49,1.4739,soybeanoil
5.58,35.91,14.51,14.73,24.65,1.4751,soybeanoil
5.49,40.45,14.87,13.7,23.92,1.4756,soybeanoil
5.43,39.49,15.65,14.45,22.18,1.4745,soybeanoil
5.26,41.24,15.44,13.65,27.04,1.4746,soybeanoil
5.36,38.3,13.42,14.57,24.39,1.476,soybeanoil
5.48,35.96,13.41,15.29,22.21,1.4751,soybeanoil
4.96,38.77,14.0,13.07,26.37,1.4733,soybeanoil
5.15,37.45,13.98,14.04,23.18,1.4747,soybeanoil
4.94,33.97,14.68,14.79,24.4,1.4728,soybeanoil
4.57,36.13,14.53,12.4,24.21,1.4746,soybeanoil
5.32,39.8,15.21,15.05,24.79,1.4738,soybeanoil
4.64,38.15,15.06,15.36,26.67,1.4758,soybeanoil
5.01,37.99,13.79,15.19,22.61,1.4741,soybeanoil
6.16,46.44,21.34,16.03,27.38,1.4738,colzaoil
6.46,41.13,20.83,12.6,24.97,1.4749,colzaoil
6.3,45.94,21.75,16.2,25.13,1.4746,colzaoil
6.85,43.76,19.67,14.73,23.71,1.4745,colzaoil
6.65,44.58,20.96,14.51,26.4,1.4733,colzaoil
6.08,42.75,20.0,15.93,24.46,1.4744,colzaoil
7.03,44.17,20.18,14.1,25.69,1.4758,colzaoil
7.0,41.01,21.27,15.16,27.4,1.4743,colzaoil
6.85,42.11,21.5,16.06,22.45,1.4752,colzaoil
6.74,43.41,21.68,15.23,22.53,1.4757,colzaoil
7.1,45.65,20.19,15.43,26.92,1.4758,colzaoil
6.11,43.27,22.47,14.7,25.12,1.4744,colzaoil
6.69,44.94,20.54,13.55,25.45,1.4753,colzaoil
6.38,42.66,19.91,14.87,27.42,1.4749,colzaoil
6.39,45.77,22.62,15.42,23.77,1.4744,colzaoil
6.94,44.23,21.84,14.93,23.76,1.4758,colzaoil
6.27,42.36,19.69,16.26,27.71,1.4759,colzaoil
6.96,46.79,21.6,13.47,25.13,1.4741,colzaoil
6.36,41.37,21.61,14.34,26.72,1.475,colzaoil
6.09,45.54,21.69,14.48,28.4,1.475,colzaoil
6.66,46.34,19.7,12.71,25.59,1.4738,colzaoil
6.1,42.48,20.42,14.53,28.29,1.474,colzaoil
6.7,46.39,22.51,14.66,25.06,1.4744,colzaoil
6.43,48.13,20.37,14.15,26.37,1.4757,colzaoil
6.06,40.96,22.98,14.9,24.95,1.4754,colzaoil
6.31,45.32,20.61,14.65,26.45,1.4747,colzaoil
6.28,42.57,19.92,12.81,24.97,1.4753,colzaoil
6.24,41.25,19.5,14.25,24.8,1.4755,colzaoil
6.14,40.59,20.34,14.79,24.8,1.4748,colzaoil
6.2,45.59,19.66,13.96,21.65,1.4746,colzaoil
6.46,47.75,19.97,14.79,27.52,1.4737,colzaoil
6.53,45.74,21.19,13.55,25.77,1.4751,colzaoil
6.61,45.28,22.81,14.68,21.99,1.4757,colzaoil
6.7,46.61,20.5,14.97,24.97,1.4748,colzaoil
6.82,44.59,20.92,14.68,25.35,1.4746,colzaoil
6.3,44.03,19.65,16.0,25.13,1.4744,colzaoil
7.0,46.86,21.26,15.37,28.22,1.4759,colzaoil
6.63,43.54,21.86,15.42,25.74,1.4754,colzaoil
7.06,43.95,21.42,13.8,28.51,1.4751,colzaoil
6.42,43.82,21.38,16.07,27.96,1.4737,colzaoil
6.11,44.21,19.92,15.31,21.88,1.4758,colzaoil
6.39,43.78,20.31,15.1,22.37,1.4741,colzaoil
6.17,43.01,22.58,14.21,22.47,1.4748,colzaoil
6.43,44.33,20.24,14.61,27.79,1.4738,colzaoil
6.83,44.99,22.08,13.57,24.51,1.4755,colzaoil
7.02,48.43,21.65,12.57,24.4,1.4737,colzaoil
6.96,45.36,21.85,14.64,24.6,1.4744,colzaoil
6.27,45.34,20.93,13.34,21.98,1.4745,colzaoil
6.27,42.45,20.16,16.23,21.12,1.4753,colzaoil
6.34,44.17,22.47,14.47,25.08,1.4746,colzaoil
6.88,42.53,21.65,15.04,27.59,1.4735,colzaoil
6.71,45.36,19.61,15.65,25.48,1.4741,colzaoil
6.97,40.58,19.97,14.9,24.67,1.4751,colzaoil
6.12,45.5,20.48,14.64,25.43,1.4753,colzaoil
6.51,47.24,22.25,14.18,24.54,1.4743,colzaoil
6.57,44.23,19.28,13.24,23.04,1.4754,colzaoil
6.52,42.9,22.23,14.67,26.3,1.4757,colzaoil
6.74,41.2,20.77,14.46,25.69,1.4754,colzaoil
6.37,44.05,20.93,15.31,25.51,1.4735,colzaoil
7.06,44.98,21.31,12.64,26.77,1.4758,colzaoil
6.14,41.88,20.76,13.44,25.24,1.4759,colzaoil
7.12,42.97,19.53,13.44,24.67,1.4759,colzaoil
6.25,44.64,19.9,15.13,24.26,1.4759,colzaoil
7.03,45.46,20.48,14.35,25.1,1.4745,colzaoil
6.3,45.34,19.38,14.73,26.6,1.4741,colzaoil
6.83,42.61,21.19,16.02,21.11,1.4745,colzaoil
6.81,45.05,21.61,14.19,23.65,1.4755,colzaoil
6.83,43.75,19.39,15.88,21.61,1.4739,colzaoil
7.08,40.57,22.14,14.71,24.73,1.4761,colzaoil
6.46,46.41,22.7,14.2,25.39,1.4743,colzaoil
6.85,44.65,21.59,14.87,27.88,1.4743,colzaoil
6.4,43.62,21.67,13.14,24.36,1.4735,colzaoil
6.96,42.84,19.88,14.63,27.25,1.4752,colzaoil
6.7,43.98,23.08,15.96,23.36,1.4739,colzaoil
6.95,45.32,22.05,14.19,26.92,1.4735,colzaoil
6.21,46.12,22.44,14.39,25.74,1.4759,colzaoil
6.43,46.4,19.33,15.66,22.59,1.4737,colzaoil
7.11,40.99,20.03,14.63,27.46,1.475,colzaoil
6.73,43.15,19.7,13.65,24.09,1.4746,colzaoil
6.28,44.54,22.58,13.41,25.61,1.4747,colzaoil
6.17,40.81,22.43,13.87,27.45,1.4754,colzaoil
6.66,40.56,20.94,13.7,22.76,1.4744,colzaoil
6.52,42.97,21.12,13.91,21.76,1.4758,colzaoil
6.69,39.67,20.98,15.86,28.65,1.4756,colzaoil
6.41,47.32,20.26,15.35,23.24,1.4749,colzaoil
6.34,47.42,22.22,13.76,25.48,1.4747,colzaoil
6.33,40.2,20.04,13.07,26.4,1.475,colzaoil
6.85,42.5,19.34,13.28,25.98,1.476,colzaoil
7.08,46.16,21.72,12.87,27.57,1.4742,colzaoil
6.92,41.68,19.72,15.46,25.33,1.4747,colzaoil
6.85,47.22,20.22,13.9,21.44,1.4743,colzaoil
6.57,41.06,21.82,15.71,26.75,1.4752,colzaoil
6.34,43.55,22.68,15.19,24.07,1.4746,colzaoil
6.25,44.88,22.17,14.99,26.24,1.4735,colzaoil
6.19,43.73,20.56,14.07,24.65,1.4737,colzaoil
6.53,45.82,20.34,13.71,28.21,1.4737,colzaoil
6.27,43.07,19.87,15.81,26.08,1.4755,colzaoil
6.43,43.31,19.84,15.6,24.35,1.4758,colzaoil
6.15,41.61,21.77,14.16,25.85,1.4755,colzaoil
6.14,46.56,21.41,15.9,25.03,1.4742,colzaoil
6.43,42.0,20.98,15.19,26.17,1.4759,colzaoil
6.49,46.14,20.1,15.67,25.39,1.4748,colzaoil
6.17,42.61,19.96,14.29,26.63,1.4736,colzaoil
6.36,46.69,20.72,14.46,26.28,1.4751,colzaoil
7.0,41.84,21.3,14.58,25.6,1.4738,colzaoil
6.34,42.41,21.67,14.04,24.75,1.4749,colzaoil
6.35,45.59,22.72,16.05,27.09,1.4755,colzaoil
6.91,45.06,20.75,15.36,25.31,1.4753,colzaoil
6.12,43.02,19.46,15.35,25.3,1.4739,colzaoil
6.22,45.18,21.42,13.86,26.38,1.4748,colzaoil
6.27,42.16,22.11,14.08,27.07,1.4751,colzaoil
6.08,42.19,21.46,15.97,25.96,1.4753,colzaoil
6.66,43.37,20.94,15.64,25.11,1.4753,colzaoil
6.14,41.26,22.48,14.69,22.35,1.4746,colzaoil
6.49,40.17,22.9,15.57,25.51,1.4744,colzaoil
6.55,45.2,21.0,15.76,24.72,1.4753,colzaoil
6.42,41.55,20.41,13.41,24.8,1.4758,colzaoil
6.46,47.32,20.68,14.06,24.56,1.4757,colzaoil
7.04,43.7,20.8,14.19,24.45,1.4751,colzaoil
6.79,45.74,23.0,14.71,24.87,1.4745,colzaoil
7.0,45.57,20.25,16.11,23.61,1.4746,colzaoil
6.69,45.16,22.51,13.24,22.71,1.4742,colzaoil
6.79,43.18,21.98,12.57,24.46,1.4737,colzaoil
6.9,41.67,20.83,13.25,26.39,1.4741,colzaoil
6.82,41.06,20.09,15.39,28.8,1.4747,colzaoil
6.31,42.21,21.93,13.83,22.91,1.4756,colzaoil
6.71,44.28,22.11,15.4,23.91,1.4756,colzaoil
6.47,45.38,20.19,14.17,22.0,1.4734,colzaoil
6.57,44.68,20.68,14.99,22.74,1.4751,colzaoil
6.84,48.59,21.07,15.32,25.42,1.4752,colzaoil
6.16,44.84,20.18,16.0,27.05,1.4736,colzaoil
6.62,46.03,22.86,14.71,23.24,1.4756,colzaoil
7.03,45.39,21.26,14.01,26.07,1.474,colzaoil
6.51,43.5,20.78,14.28,23.26,1.4746,colzaoil
6.67,46.45,21.64,14.96,24.65,1.4753,colzaoil
6.31,44.62,21.73,13.52,26.85,1.4742,colzaoil
6.19,44.42,21.57,14.06,20.9,1.474,colzaoil
6.23,47.19,19.98,15.62,26.77,1.4736,colzaoil
6.53,40.18,20.18,15.59,27.68,1.4756,colzaoil
7.01,44.09,21.65,14.09,24.71,1.4759,colzaoil
6.89,46.25,21.85,15.12,26.26,1.4746,colzaoil
6.21,43.54,22.05,15.6,24.46,1.4753,colzaoil
6.54,44.34,23.17,15.26,24.52,1.4736,colzaoil
6.47,41.4,20.59,14.14,23.25,1.4758,colzaoil
6.57,44.62,21.36,13.59,22.43,1.4753,colzaoil
6.33,45.61,22.24,14.55,26.93,1.4735,colzaoil
7.11,48.66,20.91,14.45,27.41,1.4743,colzaoil
6.2,46.01,21.63,14.66,25.22,1.4744,colzaoil
6.63,47.34,20.25,14.52,25.15,1.4743,colzaoil
6.22,44.52,19.29,14.36,24.65,1.4741,colzaoil
6.65,44.79,21.61,13.88,22.97,1.4742,colzaoil
7.06,43.61,22.79,14.42,23.37,1.474,colzaoil
6.52,39.96,21.66,14.39,26.41,1.4754,colzaoil
6.83,41.27,20.54,14.52,23.62,1.4744,colzaoil
6.28,44.14,19.73,14.41,23.8,1.4752,colzaoil
6.75,46.76,21.89,14.6,26.23,1.4739,colzaoil
6.91,44.84,19.68,14.71,25.2,1.4748,colzaoil
6.63,46.07,20.86,15.54,26.61,1.4752,colzaoil
6.48,46.9,19.61,14.53,25.85,1.4742,colzaoil
6.6,41.92,22.15,13.01,26.3,1.4759,colzaoil
6.85,44.98,19.69,14.59,27.63,1.4738,colzaoil
6.9,42.28,20.13,14.37,24.03,1.4738,colzaoil
6.5,46.94,20.29,15.17,23.29,1.4752,colzaoil
6.63,44.07,19.53,14.57,24.69,1.4759,colzaoil
6.46,45.72,22.64,15.97,25.57,1.4746,colzaoil
6.84,44.57,20.27,12.57,26.0,1.4734,colzaoil
6.64,43.66,20.74,14.03,26.7,1.4738,colzaoil
6.98,46.26,21.16,14.58,24.46,1.474,colzaoil
7.1,42.91,19.98,13.78,22.57,1.4753,colzaoil
7.02,41.58,21.57,16.02,27.57,1.4739,colzaoil
6.42,48.27,21.23,13.74,24.3,1.4737,colzaoil
7.05,44.73,22.22,13.94,26.99,1.4756,colzaoil
7.03,40.84,22.75,14.34,26.12,1.4755,colzaoil
6.83,40.68,20.25,14.14,25.88,1.4755,colzaoil
6.52,45.29,22.98,14.72,24.84,1.4742,colzaoil
7.08,45.3,20.08,15.66,26.79,1.4746,colzaoil
6.97,45.1,22.3,14.71,22.68,1.4745,colzaoil
6.23,45.06,21.48,14.53,22.6,1.4756,colzaoil
6.8,40.57,20.31,15.04,22.49,1.4734,colzaoil
6.25,45.0,21.04,14.31,27.01,1.4758,colzaoil
6.96,40.07,20.5,14.65,25.16,1.4743,colzaoil
6.12,41.1,20.64,13.33,25.75,1.4743,colzaoil
6.18,44.11,21.57,15.46,23.06,1.4758,colzaoil
6.85,39.76,22.5,16.46,26.67,1.4746,colzaoil
6.95,42.13,22.52,14.99,24.84,1.475,colzaoil
6.98,43.33,21.94,15.2,25.53,1.4741,colzaoil
6.64,46.56,20.71,14.19,23.35,1.4738,colzaoil
6.64,44.08,20.1,14.68,22.32,1.474,colzaoil
6.94,43.84,20.16,14.0,25.91,1.4759,colzaoil
6.34,47.1,21.25,15.31,23.32,1.4744,colzaoil
6.36,42.75,22.25,14.0,25.29,1.4754,colzaoil
6.59,42.6,20.75,13.73,23.79,1.4746,colzaoil
6.39,43.16,20.3,15.12,27.3,1.4739,colzaoil
6.4,47.03,21.11,14.9,24.85,1.4758,colzaoil
6.37,47.86,20.84,16.18,27.43,1.4755,colzaoil
7.01,44.24,22.49,14.8,26.8,1.4745,colzaoil
6.94,42.99,21.3,15.88,24.75,1.4748,colzaoil
6.99,45.54,21.48,14.6,24.66,1.4755,colzaoil
6.39,46.24,22.26,16.39,24.94,1.4744,colzaoil
6.79,41.47,20.37,14.84,23.35,1.4754,colzaoil
6.86,42.94,20.83,15.65,24.49,1.4737,colzaoil
6.29,41.89,21.26,13.41,25.71,1.4745,colzaoil
6.9,45.46,20.26,16.18,25.73,1.4747,colzaoil
6.12,43.72,20.56,16.22,22.7,1.475,colzaoil
6.08,46.54,20.23,16.11,24.84,1.4746,colzaoil
6.82,42.82,19.35,13.74,24.31,1.474,colzaoil
6.17,44.36,20.88,16.16,23.13,1.4742,colzaoil
6.14,47.14,22.75,15.42,23.7,1.4736,colzaoil
6.74,44.79,22.52,15.04,23.63,1.4746,colzaoil
6.72,41.02,19.27,14.84,27.62,1.4749,colzaoil
6.82,43.7,20.72,13.41,25.87,1.4739,colzaoil
6.55,39.81,22.01,15.28,21.13,1.4734,colzaoil
6.53,43.9,20.89,14.77,27.06,1.4747,colzaoil
6.2,43.96,21.44,13.77,27.98,1.4748,colzaoil
6.46,43.65,19.76,15.41,22.7,1.4733,colzaoil
6.55,47.64,20.23,15.96,27.01,1.4753,colzaoil
7.02,43.61,20.44,16.13,21.48,1.4754,colzaoil
6.47,42.8,22.32,14.2,25.23,1.4746,colzaoil
6.79,47.42,20.8,14.34,24.89,1.4757,colzaoil
6.04,42.38,20.63,13.83,27.53,1.4752,colzaoil
7.05,45.01,22.12,14.97,26.24,1.4739,colzaoil
6.55,45.62,19.73,14.77,26.17,1.4735,colzaoil
6.28,48.5,22.79,14.35,23.54,1.4743,colzaoil
6.16,45.91,19.82,14.48,23.58,1.4733,colzaoil
6.53,43.63,19.14,13.24,24.27,1.4752,colzaoil
7.02,43.62,20.47,13.6,25.24,1.4747,colzaoil
6.57,40.67,19.91,15.18,26.77,1.4757,colzaoil
6.74,45.46,22.33,14.75,25.22,1.4754,colzaoil
6.27,46.2,21.54,14.77,25.96,1.4755,colzaoil
6.76,43.35,20.91,15.31,24.0,1.4734,colzaoil
6.53,45.23,20.16,14.5,25.24,1.4754,colzaoil
6.1,44.17,20.08,15.01,26.37,1.4742,colzaoil
6.45,46.82,21.42,15.77,28.25,1.4751,colzaoil
6.42,39.53,19.95,16.03,27.17,1.4756,colzaoil
6.32,44.1,20.53,14.45,26.28,1.4747,colzaoil
6.32,43.73,21.35,13.48,27.01,1.4736,colzaoil
6.8,41.63,21.23,14.66,25.74,1.4751,colzaoil
6.2,43.62,20.73,14.89,26.9,1.4746,colzaoil
7.0,45.41,20.25,12.91,23.66,1.475,colzaoil
6.6,42.01,20.74,15.34,24.55,1.4753,colzaoil
6.39,45.66,21.1,14.57,24.98,1.4733,colzaoil
6.5,45.01,21.13,13.81,23.56,1.4753,colzaoil
6.13,45.26,20.66,13.83,28.14,1.4749,colzaoil
6.78,43.93,20.43,14.34,27.32,1.4736,colzaoil
7.09,45.31,20.05,13.95,23.1,1.4736,colzaoil
6.11,44.32,20.59,14.9,28.11,1.4752,colzaoil
6.19,47.0,19.96,13.48,24.45,1.4761,colzaoil
6.99,40.62,22.08,14.44,24.19,1.4752,colzaoil
6.99,46.66,22.37,15.09,25.06,1.4743,colzaoil
6.94,44.24,22.5,14.56,25.21,1.4742,colzaoil
7.03,46.78,21.18,13.93,26.51,1.4757,colzaoil
6.6,43.98,21.78,15.83,23.96,1.4739,colzaoil
6.4,43.59,19.29,15.51,23.59,1.4746,colzaoil
6.26,42.21,21.39,13.86,27.68,1.4741,colzaoil
6.94,48.19,21.34,15.85,25.39,1.4737,colzaoil
6.21,42.74,22.76,13.95,26.87,1.4757,colzaoil
6.12,43.92,19.14,13.73,23.14,1.4755,colzaoil
6.18,42.72,19.92,14.72,23.97,1.4748,colzaoil
6.9,45.45,22.79,15.81,26.76,1.4749,colzaoil
6.91,42.07,22.13,14.81,26.46,1.4747,colzaoil
6.26,43.46,22.18,12.89,26.72,1.4743,colzaoil
6.54,41.27,22.13,15.6,27.43,1.4748,colzaoil
6.86,44.8,20.09,12.96,29.01,1.475,colzaoil
6.92,46.25,19.37,14.46,25.12,1.4758,colzaoil
6.37,44.77,21.44,14.03,24.46,1.4738,colzaoil
6.66,43.05,21.32,14.37,24.99,1.475,colzaoil
6.4,41.59,20.24,15.15,24.65,1.4747,colzaoil
6.2,47.21,20.51,13.16,25.39,1.4741,colzaoil
6.23,43.18,22.34,15.2,23.83,1.4754,colzaoil
7.12,43.72,19.84,14.6,26.65,1.4745,colzaoil
6.85,44.76,22.03,16.32,22.67,1.474,colzaoil
6.99,46.75,21.83,14.11,25.28,1.4761,colzaoil
7.02,45.52,22.27,14.19,24.64,1.4757,colzaoil
6.26,41.96,20.16,15.11,25.21,1.4757,colzaoil
6.59,42.92,19.24,14.52,23.87,1.4744,colzaoil
6.98,44.15,22.84,15.13,26.54,1.4758,colzaoil
6.58,41.97,21.64,13.92,24.44,1.475,colzaoil
6.34,39.98,21.99,15.85,22.37,1.4752,colzaoil
6.72,43.63,19.87,13.76,24.41,1.4736,colzaoil
6.9,47.02,22.09,14.14,28.04,1.4738,colzaoil
6.54,43.88,20.45,15.0,22.89,1.4747,colzaoil
6.35,43.74,21.44,14.11,26.59,1.4759,colzaoil
6.45,44.63,21.53,14.81,24.54,1.4738,colzaoil
6.81,43.05,20.5,15.02,21.92,1.4739,colzaoil
6.7,42.87,22.52,14.27,25.14,1.4749,colzaoil
6.71,47.07,22.5,15.63,23.81,1.4751,colzaoil
6.62,42.77,21.1,15.58,27.2,1.4734,colzaoil
6.57,40.72,20.8,15.7,26.04,1.475,colzaoil
6.36,43.26,20.41,13.56,27.92,1.4756,colzaoil
6.22,44.34,20.06,13.27,25.87,1.4753,colzaoil
6.77,44.21,20.96,14.29,24.26,1.474,colzaoil
6.94,43.72,19.95,15.56,22.7,1.4756,colzaoil
6.87,42.21,19.5,14.7,28.51,1.476,colzaoil
6.76,43.88,21.75,13.9,25.04,1.4751,colzaoil
6.71,47.39,20.37,15.4,22.62,1.4749,colzaoil
6.75,46.63,19.76,15.21,22.55,1.4742,colzaoil
7.0,47.45,19.77,15.11,27.31,1.4753,colzaoil
6.63,42.01,21.83,13.11,25.28,1.475,colzaoil
6.38,47.63,19.4,15.57,23.24,1.4756,colzaoil
6.56,45.94,20.26,14.08,27.84,1.4742,colzaoil
6.45,44.53,20.81,14.11,25.53,1.4738,colzaoil
6.99,45.09,22.08,14.7,25.86,1.4753,colzaoil
6.84,47.55,19.36,12.91,24.6,1.4752,colzaoil
6.99,43.89,21.78,16.25,25.01,1.4739,colzaoil
6.35,43.62,21.34,15.25,27.64,1.4758,colzaoil
6.35,41.05,20.57,15.31,25.91,1.4746,colzaoil
6.84,45.61,20.49,15.45,25.05,1.4754,colzaoil
6.28,46.85,22.2,14.28,27.64,1.4754,colzaoil
6.44,42.68,21.12,14.17,25.3,1.4743,colzaoil
6.33,43.08,20.28,14.81,25.69,1.4761,colzaoil
6.67,43.51,22.19,13.22,25.66,1.4737,colzaoil
6.54,41.69,19.68,15.29,27.24,1.4755,colzaoil
6.6,43.45,20.02,13.84,24.23,1.4737,colzaoil
6.47,45.34,21.99,14.86,23.26,1.4762,colzaoil
6.28,46.99,20.13,13.75,21.21,1.4752,colzaoil
6.56,45.1,22.07,13.66,24.17,1.4754,colzaoil
6.71,46.38,22.63,13.98,28.11,1.4747,colzaoil
6.21,47.34,20.11,15.36,27.23,1.4749,colzaoil
6.46,42.02,20.57,15.6,24.51,1.4751,colzaoil
7.0,44.9,19.87,14.96,26.29,1.4755,colzaoil
6.92,43.3,21.64,14.48,22.14,1.4753,colzaoil
6.64,43.7,21.28,16.44,24.78,1.476,colzaoil
7.0,46.61,20.55,14.25,23.9,1.4757,colzaoil
6.96,43.66,21.82,16.51,26.05,1.4751,colzaoil
6.24,44.9,21.1,15.49,28.7,1.4746,colzaoil
6.53,41.1,20.48,13.31,26.28,1.4734,colzaoil
6.71,43.16,20.39,14.48,23.14,1.4749,colzaoil
6.61,44.85,19.02,15.54,22.27,1.4753,colzaoil
6.35,46.21,21.73,15.67,25.64,1.4744,colzaoil
6.44,46.86,20.4,13.18,24.84,1.4744,colzaoil
6.72,43.4,21.55,13.92,21.42,1.4751,colzaoil
6.17,44.13,22.69,12.59,28.34,1.4735,colzaoil
6.16,45.43,21.72,14.19,26.92,1.4753,colzaoil
6.69,46.04,23.17,14.16,24.53,1.4743,colzaoil
6.22,43.8,20.51,15.37,22.45,1.475,colzaoil
6.2,44.56,19.55,14.81,23.61,1.4757,colzaoil
6.37,41.34,21.03,13.26,23.98,1.4743,colzaoil
6.93,43.61,20.99,14.59,25.4,1.4743,colzaoil
6.42,47.02,22.36,14.38,25.07,1.4749,colzaoil
6.59,43.48,21.45,13.95,26.51,1.4749,colzaoil
6.58,45.39,20.23,14.78,23.39,1.476,colzaoil
6.61,44.07,21.11,14.68,25.61,1.475,colzaoil
6.22,44.0,21.96,14.76,24.38,1.4746,colzaoil
6.32,41.57,22.14,13.61,27.46,1.4737,colzaoil
6.22,42.27,20.93,16.17,25.66,1.4738,colzaoil
6.45,40.29,20.68,13.57,28.23,1.4738,colzaoil
6.17,43.26,19.95,12.91,26.34,1.4741,colzaoil
6.44,44.51,22.44,15.53,22.54,1.4762,colzaoil
6.51,41.03,20.91,14.85,22.55,1.4754,colzaoil
6.41,42.17,20.74,15.59,23.37,1.4758,colzaoil
6.85,44.79,21.36,13.55,22.34,1.4743,colzaoil
6.82,44.34,21.98,13.83,25.69,1.4738,colzaoil
6.38,44.2,19.89,15.28,21.95,1.4741,colzaoil
6.32,48.0,19.75,13.21,24.51,1.4747,colzaoil
6.15,43.79,20.46,14.86,24.89,1.474,colzaoil
6.6,40.31,19.53,16.29,24.88,1.4733,colzaoil
6.7,42.96,22.55,13.13,26.94,1.4759,colzaoil
6.52,40.09,20.47,14.68,21.69,1.4754,colzaoil
6.54,42.82,23.12,13.68,22.59,1.4745,colzaoil
5.46,29.31,19.03,12.66,20.44,1.4754,peanutoil
4.57,30.56,18.78,13.59,16.82,1.4742,peanutoil
4.96,34.31,19.81,12.24,16.42,1.4753,peanutoil
4.81,35.08,20.58,13.89,15.81,1.4742,peanutoil
5.06,35.71,20.05,12.6,19.41,1.4755,peanutoil
4.57,36.57,22.32,13.95,17.03,1.4751,peanutoil
4.55,29.37,21.01,11.49,16.75,1.4746,peanutoil
4.62,32.61,21.81,12.8,17.32,1.4746,peanutoil
4.62,34.69,19.68,11.23,19.3,1.4748,peanutoil
5.09,30.93,21.89,13.7,14.86,1.4751,peanutoil
4.54,34.57,18.34,12.81,17.69,1.4755,peanutoil
4.81,36.64,21.9,12.05,15.88,1.4736,peanutoil
4.83,36.63,20.62,12.2,18.77,1.4754,peanutoil
4.88,31.23,19.53,10.08,16.96,1.4739,peanutoil
4.41,33.74,22.37,15.52,16.11,1.4746,peanutoil
4.45,29.95,18.15,13.89,17.73,1.4756,peanutoil
4.63,32.69,21.36,12.41,17.81,1.4736,peanutoil
4.68,31.04,20.27,12.52,16.4,1.4741,peanutoil
5.0,31.35,22.5,11.84,17.34,1.4739,peanutoil
4.74,28.16,18.37,14.51,17.35,1.4746,peanutoil
4.62,35.52,18.45,11.2,20.11,1.4745,peanutoil
4.63,32.24,22.54,14.2,16.25,1.4743,peanutoil
5.38,29.44,18.76,12.28,16.02,1.4742,peanutoil
4.56,36.13,21.45,13.29,16.72,1.4738,peanutoil
5.1,35.24,20.32,14.99,16.53,1.4736,peanutoil
5.02,35.92,22.16,12.95,18.93,1.4738,peanutoil
4.46,32.06,21.15,13.51,14.62,1.4756,peanutoil
4.97,33.64,21.94,13.69,19.46,1.4747,peanutoil
5.03,32.55,22.57,13.03,15.12,1.4755,peanutoil
4.35,31.07,19.57,15.59,19.14,1.4742,peanutoil
4.42,30.9,22.78,15.57,14.92,1.4746,peanutoil
4.44,32.6,21.5,13.18,19.08,1.4756,peanutoil
4.58,34.73,19.89,11.38,14.67,1.4742,peanutoil
5.32,31.34,21.15,12.92,16.8,1.4758,peanutoil
4.72,33.4,21.64,12.97,17.46,1.474,peanutoil
4.48,31.47,20.57,13.17,15.17,1.4742,peanutoil
5.05,34.82,20.09,13.22,13.67,1.4749,peanutoil
4.74,35.35,22.44,12.21,13.74,1.4756,peanutoil
4.89,30.16,20.39,12.17,19.09,1.4749,peanutoil
4.98,33.3,21.1,11.36,15.38,1.4745,peanutoil
4.67,34.63,19.58,10.94,14.85,1.4748,peanutoil
5.11,32.55,21.53,15.31,18.59,1.4743,peanutoil
4.28,29.98,21.26,9.13,18.12,1.4751,peanutoil
5.09,33.66,21.2,13.68,17.19,1.474,peanutoil
4.43,29.95,20.72,11.38,17.04,1.475,peanutoil
4.53,30.99,20.44,11.76,16.08,1.4755,peanutoil
5.07,36.11,20.12,13.57,13.33,1.4751,peanutoil
5.33,29.51,21.27,11.39,17.69,1.4735,peanutoil
4.98,30.29,18.23,11.43,19.12,1.4741,peanutoil
4.72,33.61,21.35,11.64,16.95,1.4747,peanutoil
4.35,32.83,20.31,11.64,19.13,1.4756,peanutoil
4.78,35.22,22.21,8.96,19.27,1.4747,peanutoil
4.97,36.46,19.69,14.54,14.73,1.4752,peanutoil
4.73,29.27,19.95,10.33,19.12,1.4735,peanutoil
4.73,32.68,20.9,8.88,19.73,1.4741,peanutoil
5.17,32.39,18.77,11.07,14.65,1.4739,peanutoil
5.26,35.63,21.27,16.1,17.97,1.4737,peanutoil
4.7,33.51,22.57,10.84,14.68,1.4758,peanutoil
4.71,29.69,19.95,12.57,17.28,1.4739,peanutoil
4.54,34.16,20.33,9.59,15.12,1.4741,peanutoil
4.75,30.66,17.53,15.09,14.2,1.4753,peanutoil
4.22,34.75,23.17,14.46,14.85,1.4742,peanutoil
4.74,29.58,20.97,14.21,14.88,1.4739,peanutoil
4.35,32.71,19.76,12.46,17.06,1.4741,peanutoil
4.43,30.12,21.68,10.49,17.71,1.4741,peanutoil
4.83,33.7,21.34,12.43,16.53,1.4737,peanutoil
4.85,33.02,20.53,14.31,19.65,1.4741,peanutoil
4.94,33.11,20.52,11.79,18.6,1.475,peanutoil
4.45,32.35,20.52,12.22,14.25,1.4746,peanutoil
5.06,31.72,20.93,12.74,19.55,1.4754,peanutoil
4.51,33.02,23.84,13.53,17.42,1.4753,peanutoil
